"anio","numero","enunciado","opcion1","opcion2","opcion3","opcion4","opcion5","correcta"
"2022","64","Señale la respuesta correcta respecto al impacto de las interferencias preanalíticas en los resultados de las pruebas de coagulación:","Cuando existe hemoglobina libre después de la centrifugación se altera la línea de base detectada por el analizador, debido a la disminución de absorbancia de la misma a las longitudes de onda usadas en los métodos coagulométricos.","La liberación de moléculas citoplasmáticas y de moléculas de membrana pueden activar la coagulación y las plaquetas, generando un sesgo en los resultados del análisis por activación temprana de la coagulación o por consumo de factores de coagulación.","La hemólisis de la muestra raramente se debe a problemas en la toma de muestras.","Aunque la interferencia por hiperbilirrubinemia se debe a un solapamiento espectral, en el caso de la hipertrigliceridemia la turbidez de la muestra no afecta a la dispersión de la luz.","","2"
"2022","65","Señale la afirmación cierta para la tricoleucemia o leucemia de células peludas clásica:","Es una neoplasia de linfocitos T.","Es frecuente en niños.","Cursa con monocitopenia.","Las células presentan un citoplasma altamente basófilo.","","3"
"2022","66","¿En cuál de las siguientes entidades hematológicas encontraremos macrotrombocitos?:","Trombocitopenia asociada al gen MYH9.","Anemia megaloblástica.","Anemia aplásica.","Leucemia linfoide crónica.","","1"
"2022","67","Un bloqueo cardiaco de primer grado se caracteriza porque:","El intervalo PR del electrocardiograma está alargado.","Resulta esencial tratarlo con verapamilo, el antiarrítmico de elección en estos casos.","La onda T del electrocardiograma está invertida.","La onda P del electrocardiograma solamente en ocasiones va seguida de un complejo QRS.","","1"
"2022","68","Señale la afirmación correcta en relación con la degeneración macular asociada a la edad (DMAE) de tipo exudativo o húmeda:","La única alternativa disponible para tratarla es el uso de vitaminas C, Ey zinc para retrasar su aparición.","Se inicia por acumulación de depósitos extracelulares denominados drusas.","Es una enfermedad típica de personas jóvenes, entre20 y30 años.","Los factores de crecimiento vascular endotelial (VEGF) tienen un papel central en su desarrollo.","","4"
"2022","69","¿Cuál de las siguientes afirmaciones es correcta en relación a los diferentes tipos de shock?:","En un shock séptico refractario, emplear vasopresina por su acción agonista del receptor V1 podría resultar una opción adecuada.","Tras una hemorragia masiva, lo más probable es encontrarnos ante un shock distributivo.","La noradrenalina se utiliza frecuentemente en los estados de shock para aumentar la frecuencia cardíaca.","En un shock cardiogénico no hay manifestaciones de isquemia tisular, como es el aumento de lactato en sangre, a diferencia del resto de subtipos.","","1"
"2022","70","AG es una mujer de82 años, con antecedentes de hipertensión arterial mal controlada a pesar de recibir tratamiento con ramipril5 \ mg cada24 horas, diabetes mellitus tipo2 insulinodependiente en seguimiento por endocrinología, y reciente diagnóstico de fibrilación auricular apenas sintomática. i Qu e actitud sería la más adecuada ante este diagnóstico reciente?:","Realizar un control de ritmo con fármacos que ralenticen el paso del impulso cardiaco de las aurículas a los ventrículos y un control de la frecuencia con fármacos que intenten revertir el ritmo a un ritmo sinusal.","Dada la edad de la paciente, la actitud más recomendada sería una estrategia conservadora donde no se usen fármacos, priorizando el control del estrés y la modificación del estilo de vida, para mejorar los factores desencadenantes de la fibrilación auricular.","La paciente aparentemente cumple criterios para iniciar tratamiento anticoagulante como una de las primeras actitudes a tomar.","Es esencial observar el tamaño de las ondas P del electrocardiograma antes de decidir qué hacer.","","3"
"2022","71","Acerca del accidente isquémico transitorio (AIT) es cierto que:","Se trata de una lesión isquémica de menos de24 horas de evolución, detectada radiológicamente (en TC o RMN), sin manifestaciones clínicas, por lo que suele pasar inadvertida para los pacientes.","Cuando se diagnostica, es necesario comenzar una triple terapia antiagregante plaquetaria, ya que esta ha demostrado reducir el riesgo de desarrollo posterior de ictus.","El factor de riesgo más influyente para desarrollarlo es presentar valores de LDL por encima de los valores de referencia de forma sostenida.","Puede aparecer amaurosis fugax, que consiste en la pérdida transitoria de la visión.","","4"
"2022","72","¿Cuál de los siguientes trastornos tiene un origen hereditario autosómico dominante?:","Distrofia muscular de Duchenne.","Hipertermia maligna.","Miastenia gravis.","Botulismo.","","2"
"2022","73","Con respecto a la formación de cálculos renales:","El8 0 %de los cálculos encontrados están compuestos por ácido úrico.","Habitualmente la aparición de cálculos de oxalato cálcico se acompaña de niveles altos de citrato en orina.","Los cálculos de fosfato amónico y magnésico son típicos de personas con orina alcalina debido a ciertas infecciones del tracto urinario.","Previo al inicio del tratamiento de una leucemia, es importante acidificar la orina para prevenir la formación de cálculos de ácido úrico.","","3"
"2022","74","La fibrosis pulmonar idiopática:","Es una enfermedad pulmonar obstructiva.","Se diagnostica en la mayoría de los pacientes en la infancia.","En la actualidad carece de un tratamiento farmacológico curativo.","Puede manifestarse como consecuencia de la utilización de fármacos antagonistas de PD-1.","","3"
"2022","75","En cuanto a las enfermedades relacionadas con la mielina, indique el enunciado correcto:","Los anticuerpos anti-acuaporina4 (AQP4) son patognomónicos de la esclerosis múltiple.","Una hiponatremia debe corregirse rápidamente, ya que subidas menores a8 mmoles/L de sodio diarios pueden conducir a un síndrome de desmielinización osmótica.","El bloqueo de la vía del complemento o de la señalización de la interleucina6 son estrategias útiles para tratar la neuromielitis óptica.","Actualmente existen disponibles más fármacos para tratar las formas de esclerosis múltiple progresiva primaria que las formas remitentes-recurrentes.","","3"
"2022","76","¿Cuál de las siguientes interleucinas ( IL ) se asocia con la patogenia del asma y, por tanto, es una diana terapéutica en su tratamiento?:","IL-1.","IL-5.","IL-6.","IL-17.","","2"
"2022","77","BT es una paciente mayor que presenta diabetes mellitus tipo2 en tratamiento con metformina y dapagliflozina, pero no es muy adherente. ¿Cuál de las siguientes complicaciones NO esperaríamos encontrar en ella?:","Otitis externa maligna que curse con otalgia y otorrea.","Estado de hiperosmolaridad plasmática, acidosis metabólica y elevación de cuerpos cetónicos.","Polineuropatía distal simétrica.","Edema macular con reducción de la agudeza visual.","","2"
"2022","78","Acerca de las hemorragias digestivas, señale la afirmación correcta:","Es esperable un descenso de la frecuencia cardiaca, una disminución de la presión arterial, y un descenso de la hemoglobina.","La hematemesis es típica de hemorragias digestivas de tubo alto y las melenas de las hemorragias de tubo digestivo bajo.","La hematoquecia puede tener lugar tanto en hemorragias de tubo digestivo alto como en hemorragias de tubo digestivo bajo, si bien es más frecuente en las segundas.","La elevación de nitrógeno ureico en sangre es característica de hemorragias de colon debido a la absorción de las proteínas plasmáticas procedentes del sangrado.","","3"
"2022","79","MS es una mujer de28 años que acude a consulta con múltiples úlceras en la boca, fatiga importante, eritema facial, y dolor articular. Se sospecha entonces de un Lupus Eritematoso Sistémico (LES). ¿Cuál de los siguientes enfoques es correcto?:","Si en una analítica los anticuerpos antipéptido citrulinado salieran positivos, la sospecha de LES se afianzaría.","El uso de anticuerpos anti-interleucina2 en estos pacientes mejora la sintomatología.","El síndrome de Behçet es una forma específica de LES con afectación fundamentalmente renal.","Una característica esperable en esta paciente sería la detección de niveles bajos de factores del complemento.","","4"
"2022","80","Respecto a los antidepresivos, ¿qué asociación de fármaco y mecanismo de acción es INCORRECTA?:","Trazodona - Antagonista del receptor5 - HT","2.Venlafaxina - Inhibidor de la recaptación de serotonina y noradrenalina (IRSN).","Escitalopram - Inhibidor selectivo de la recaptación de serotonina (ISRS).","Bupropión - Inhibidor de la monoaminooxidasa (IMAO).","","4"
"2022","81","¿Cuál de los siguientes fármacos para el tratamiento de la esclerosis múltiple puede producir rubor facial al inicio del tratamiento?:","Dimetilfumarato.","Teriflunomida.","Natalizumab.","Alemtuzumab.","","1"
"2022","82","Pramipexol se utiliza para el tratamiento de:","Miastenia gravis.","Enfermedad de Parkinson.","Esclerosis múltiple.","Enfermedad de Alzheimer.","","2"
"2022","83","¿Cuál de los siguientes fármacos se utiliza como hipnótico, por sus propiedades sedantes y bajo riesgo de dependencia, en las personas de edad avanzada?:","Trazodona.","Diazepam.","Bupropión.","Duloxetina.","","1"
"2022","84","¿Cuál de los siguientes anticuerpos monoclonales se utiliza para la profilaxis de la migraña?:","Belimumab.","Vedolizumab.","Galcanezumab.","Evolocumab.","","3"
"2022","85","¿Cuál de las siguientes afirmaciones es correcta con relación al tratamiento de la enfermedad pulmonar obstructiva crónica (EPOC)?:","El efecto secundario más frecuente de los agonistas muscarínicos anticolinérgicos es la sequedad bucal.","La utilización prolongada de corticoides inhalados se ha asociado con candidiasis orofaríngea y pérdida de densidad ósea.","Se recomienda el uso continuado de corticoides orales debido a su buen perfil de seguridad.","El papel principal de los corticoides inhalados es emplearse como tratamiento agudo de las exacerbaciones.","","2"
"2022","86","Se presenta el caso de un paciente con enfermedad renal crónica en diálisis peritoneal y tratamiento con agentes estimulantes de la eritropoyesis. Cu al de las siguientes afirmaciones es correcta?:","No es importante conocer las reservas férricas en médula ósea para asegurar una respuesta adecuada al tratamiento con agentes estimulantes de la eritropoyesis, ya que estos funcionan independientemente de la cantidad de hierro del organismo.","La diálisis peritoneal se acompaña de diversas complicaciones metabólicas como la hipoproteinemia.","Una de las complicaciones frecuentes de la diálisis es la hipoglucemia.","Cuando utilizamos agentes estimulantes de la eritropoyesis, buscamos conseguir subidas muy rápidas de hemoglobina, por encima de los3 g / dL al mes.","","2"
"2022","87","¿Cuál de las siguientes vacunas se formula con agentes atenuados?:","Vacuna de la hepatitis B.","Vacuna de la fiebre amarilla.","Vacuna de la rabia.","Vacuna del papilomavirus.","","2"
"2022","88","¿Cuál de las siguientes afirmaciones referidas al manejo del estreñimiento es FALSA?:","Los preparados de fosfato de sodio son el tratamiento de elección en pacientes de edad avanzada o con insuficiencia renal.","Naloxegol está indicado para el tratamiento del estreñimiento inducido por opioides.","Los laxantes formadores del bolo pueden provocar distensión abdominal y meteorismo.","El uso a largo plazo de laxantes lubricantes y emolientes puede provocar una malabsorción de vitaminas liposolubles.","","1"
